,ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,Is high risk,Income_per_family_member,Is_Employed,Predicted High Risk,Prediction Probability
1950,5091857,1,1,1,0,135000.0,4,2,1,1,-12610,-5313,1,1,0,1,0,2.0,-4.0,0,45000.0,1,0,0.0029989268607096306
1951,5037043,0,0,1,0,180000.0,0,4,1,1,-17816,-1285,1,0,0,0,-1,2.0,-9.0,0,60000.0,1,0,0.013022343239415245
1952,5046064,0,0,1,0,135000.0,1,4,1,1,-22744,365243,1,0,1,0,-1,2.0,-9.0,0,45000.0,1,0,0.012085738731462374
1953,5105981,1,0,0,0,225000.0,2,4,1,1,-15108,-211,1,1,1,0,-1,2.0,-52.0,0,75000.0,1,0,0.0441381543733555
1954,5117314,1,0,1,1,292500.0,4,4,1,1,-16632,-1679,1,0,0,0,0,3.0,-9.0,0,73125.0,1,0,0.014409670765226307
1955,5095590,1,1,0,0,135000.0,4,4,1,1,-10956,-2076,1,0,0,0,0,2.0,-34.0,0,45000.0,1,0,0.03075531995777224
1956,5135825,0,0,1,0,90000.0,0,4,1,1,-19482,-2878,1,0,0,0,0,2.0,-15.0,0,30000.0,1,0,0.013555663737571761
1957,5053723,0,1,1,1,225000.0,4,1,2,1,-14816,-1672,1,0,0,0,-1,2.0,-11.0,0,75000.0,1,0,0.009332377468221196
1958,5092296,0,0,1,0,247500.0,1,1,1,1,-22107,365243,1,0,0,0,-1,2.0,-22.0,0,82500.0,1,0,0.00831397470270297
1959,5091662,0,0,1,1,360000.0,0,4,1,1,-17106,-2849,1,0,0,0,-1,3.0,-59.0,0,90000.0,1,0,0.012761320482533107
1960,5054357,1,0,0,0,99000.0,2,4,0,1,-22187,-5416,1,0,0,0,0,2.0,-59.0,0,33000.0,1,0,0.013085533280601443
1961,5149331,0,0,1,0,155250.0,4,4,2,1,-19420,-2267,1,1,0,0,0,1.0,-43.0,0,77625.0,1,0,0.03465344291248004
1962,5024579,0,0,0,1,90000.0,4,4,1,5,-10253,-1462,1,0,0,0,0,3.0,-2.0,0,22500.0,1,0,0.0009726628730931764
1963,5010904,0,0,1,1,360000.0,4,4,1,1,-10556,-1379,1,0,0,0,-1,3.0,-6.0,0,90000.0,1,0,0.006955813785239594
1964,5106057,0,1,0,2,81000.0,4,1,1,1,-12358,-3017,1,1,0,0,-1,4.0,-22.0,0,16200.0,1,0,0.005664095138404205
1965,5148848,0,1,0,2,135000.0,4,1,1,1,-12804,-4977,1,0,0,0,-1,4.0,-8.0,0,27000.0,1,0,0.004812408135113406
1966,5095358,1,0,1,1,270000.0,0,1,1,1,-10454,-400,1,0,1,1,-1,3.0,-31.0,0,67500.0,1,0,0.019112997623944642
1967,5021595,1,1,1,1,306000.0,0,4,1,1,-19201,-1309,1,0,1,0,-1,3.0,-21.0,0,76500.0,1,0,0.022701733348492528
1968,5061987,0,0,1,0,135000.0,4,1,1,1,-13299,-1628,1,0,0,0,0,2.0,-1.0,0,45000.0,1,0,0.002041800604330114
1969,5029258,1,1,1,2,225000.0,4,1,1,1,-13456,-992,1,0,0,0,-1,4.0,-30.0,0,45000.0,1,0,0.013021308227220566
1970,5104943,0,0,1,3,67500.0,0,4,1,1,-16694,-412,1,1,1,0,-1,5.0,-52.0,0,11250.0,1,0,0.006664397947675594
1971,5061462,0,0,1,0,270000.0,4,4,1,1,-18114,-10121,1,0,0,0,-1,2.0,-32.0,0,90000.0,1,0,0.007903413441783693
1972,5050744,0,0,0,0,135000.0,1,4,1,1,-20608,365243,1,0,0,0,-1,2.0,-15.0,0,45000.0,1,0,0.012218996503243925
1973,5047877,0,0,1,2,405000.0,2,4,1,1,-18459,-4145,1,0,1,0,-1,4.0,-29.0,0,81000.0,1,0,0.01575039076948717
1974,5053360,0,0,1,0,171000.0,0,4,1,1,-20103,-2697,1,0,0,0,-1,2.0,-16.0,0,57000.0,1,0,0.012243367153819497
1975,5125443,1,1,1,1,810000.0,0,1,1,1,-18365,-4456,1,1,1,1,-1,3.0,-22.0,0,202500.0,1,0,0.011267590871961712
1976,5137087,1,1,0,1,180000.0,0,4,1,1,-14566,-292,1,1,0,0,0,3.0,-12.0,0,45000.0,1,0,0.01866572893400734
1977,5137328,0,0,0,1,157500.0,4,4,1,1,-10087,-2908,1,1,1,0,-1,3.0,-21.0,0,39375.0,1,0,0.007313038531841307
1978,5054634,1,1,1,1,360000.0,0,1,1,1,-14967,-2403,1,0,1,0,-1,3.0,-10.0,0,90000.0,1,0,0.012198490565795798
1979,5047677,0,0,0,1,180000.0,2,1,1,1,-14069,-2500,1,1,1,1,-1,3.0,-27.0,0,45000.0,1,0,0.014767483451198674
1980,5088721,0,0,1,0,56250.0,1,4,1,1,-24058,365243,1,0,1,0,-1,2.0,-18.0,0,18750.0,1,0,0.011287067541387112
1981,5091362,0,0,1,0,90000.0,1,4,1,1,-22123,365243,1,0,0,1,-1,2.0,-31.0,0,30000.0,1,0,0.010450437921007475
1982,5009518,1,1,0,2,180000.0,4,2,1,1,-12463,-2170,1,1,0,0,0,4.0,-3.0,0,36000.0,1,0,0.0033877229830362493
1983,5051013,0,0,0,1,225000.0,0,4,1,1,-10448,-3392,1,1,1,1,-1,3.0,-29.0,0,56250.0,1,0,0.016285446923040858
1984,5091089,0,0,1,2,112500.0,4,1,1,1,-19700,-10994,1,0,0,0,-1,4.0,-38.0,0,22500.0,1,0,0.01331151341519525
1985,5050564,1,0,0,2,225000.0,4,1,0,1,-16768,-3088,1,1,0,0,0,4.0,-11.0,0,45000.0,1,0,0.01512257030770021
1986,5149890,0,0,1,0,202500.0,0,4,1,1,-15941,-5830,1,0,0,0,-1,2.0,-16.0,0,67500.0,1,0,0.005857885857569236
1987,5065832,1,1,1,2,157500.0,1,4,1,1,-16957,365243,1,0,0,0,-1,4.0,-18.0,0,31500.0,1,0,0.015283612690657774
1988,5117622,1,1,0,2,112500.0,4,1,1,1,-14659,-127,1,0,0,0,-1,4.0,-14.0,0,22500.0,1,0,0.010428835106569017
1989,5041934,1,0,0,0,121500.0,4,4,1,1,-10312,-703,1,0,1,0,0,2.0,-26.0,0,40500.0,1,0,0.01327778903840011
1990,5091236,1,1,1,0,225000.0,4,4,3,1,-11245,-3273,1,0,0,0,0,1.0,-52.0,0,112500.0,1,0,0.035039420375288455
1991,5095312,0,1,1,0,225000.0,4,1,1,1,-12322,-3717,1,0,0,0,-1,2.0,-8.0,0,75000.0,1,0,0.006024802784792209
1992,5105420,0,0,1,0,193500.0,4,4,3,1,-18449,-9683,1,0,0,0,-1,1.0,-54.0,0,96750.0,1,0,0.008903541471008691
1993,5024060,0,0,1,1,108000.0,4,4,1,1,-13012,-1342,1,0,1,0,-1,3.0,-1.0,0,27000.0,1,0,0.0019071072063211636
1994,5029379,0,0,1,0,180000.0,1,4,0,1,-20844,365243,1,0,0,0,-1,2.0,-25.0,0,60000.0,1,0,0.011215886016586343
1995,5089487,0,0,0,2,315000.0,0,1,1,1,-12932,-309,1,1,1,0,-1,4.0,-20.0,0,63000.0,1,0,0.01759487154525034
1996,5010617,0,0,1,0,90000.0,4,4,0,1,-21183,-1104,1,0,0,0,-1,2.0,-44.0,0,30000.0,1,0,0.028076540891328033
1997,5099827,0,0,1,0,72000.0,1,4,1,1,-21908,365243,1,0,0,0,-1,2.0,-5.0,0,24000.0,1,0,0.0028659374595980955
1998,5038907,0,0,1,1,135000.0,0,4,1,5,-11034,-2421,1,0,0,0,0,3.0,-24.0,0,33750.0,1,0,0.010576027257735448
1999,5024742,1,0,0,0,157500.0,4,4,1,5,-11090,-338,1,0,0,0,-1,2.0,-25.0,0,52500.0,1,0,0.02189382468516703
2000,5033900,0,0,1,0,165600.0,1,4,4,1,-21383,365243,1,0,1,0,-1,1.0,-29.0,0,82800.0,1,0,0.017246553327220217
2001,5053730,0,1,1,1,225000.0,4,1,2,1,-14816,-1672,1,0,0,0,-1,2.0,-14.0,0,75000.0,1,0,0.009332377468221196
2002,5046425,1,1,1,0,225000.0,4,4,1,1,-10911,-535,1,0,0,0,0,2.0,-15.0,0,75000.0,1,0,0.021726300424064905
2003,5117274,1,1,1,1,180000.0,4,1,1,1,-14082,-1800,1,0,0,0,-1,3.0,-19.0,0,45000.0,1,0,0.011280970725610863
2004,5033633,0,0,1,0,193500.0,1,4,3,1,-21766,365243,1,0,1,0,-1,1.0,-22.0,0,96750.0,1,0,0.01124052000315535
2005,5090365,0,1,1,0,157500.0,2,1,1,1,-15037,-2105,1,0,0,0,-1,2.0,-26.0,0,52500.0,1,0,0.012531490426292223
2006,5132977,0,0,1,2,112500.0,4,4,1,1,-14608,-1261,1,1,0,0,-1,4.0,-34.0,0,22500.0,1,0,0.005064619780444895
2007,5068813,0,0,1,0,315000.0,0,4,1,1,-14419,-2423,1,0,0,0,-1,2.0,-30.0,0,105000.0,1,0,0.014309914575860347
2008,5033564,0,1,1,0,99000.0,1,1,1,1,-24067,365243,1,0,1,0,-1,2.0,-13.0,0,33000.0,1,0,0.010581839003024049
2009,5033561,0,1,0,0,360000.0,1,1,1,1,-20782,365243,1,0,1,0,-1,2.0,-17.0,0,120000.0,1,0,0.006399066397379451
2010,5116396,0,0,1,0,180000.0,4,1,3,1,-17533,-3776,1,0,0,0,-1,1.0,-12.0,0,90000.0,1,0,0.009096550757907468
2011,5010530,1,1,1,1,450000.0,4,1,1,3,-18476,-2625,1,0,0,0,-1,3.0,-45.0,0,112500.0,1,0,0.02452521399445764
2012,5025755,0,0,0,0,90000.0,1,1,4,1,-24737,365243,1,0,1,0,-1,1.0,-60.0,0,45000.0,1,1,0.5209255283028422
2013,5067804,0,0,1,0,135000.0,0,1,3,1,-19392,-121,1,0,1,0,-1,1.0,-1.0,0,67500.0,1,0,0.004288899091827822
2014,5037000,0,0,0,0,135000.0,4,4,1,1,-19003,-11785,1,0,0,0,-1,2.0,-17.0,0,45000.0,1,0,0.01651392117529441
2015,5089416,0,0,0,0,94500.0,4,4,1,1,-18713,-3627,1,1,0,0,-1,2.0,-32.0,0,31500.0,1,0,0.015550372798858772
2016,5126623,0,0,0,0,67500.0,2,4,1,0,-18221,-7471,1,0,0,0,-1,2.0,-30.0,0,22500.0,1,0,0.005478996266630181
2017,5068203,1,1,1,0,180000.0,4,4,1,1,-16280,-3062,1,0,1,1,-1,2.0,-5.0,0,60000.0,1,0,0.005583925231539534
2018,5148824,0,0,1,1,225000.0,4,4,1,1,-14357,-3120,1,1,1,0,-1,3.0,-26.0,0,56250.0,1,0,0.012100846157128786
2019,5106080,0,0,0,0,135000.0,0,1,1,1,-13128,-2044,1,0,0,0,0,2.0,-10.0,0,45000.0,1,0,0.011944203875483663
2020,5150146,0,0,1,2,112500.0,4,4,3,1,-12121,-3718,1,0,0,0,-1,3.0,-18.0,0,28125.0,1,0,0.011569796977620983
2021,5125720,0,1,1,0,135000.0,4,3,1,1,-16413,-622,1,0,1,0,-1,2.0,-36.0,0,45000.0,1,0,0.02039906468091257
2022,5114088,0,0,0,1,90000.0,4,4,1,1,-16118,-1959,1,0,1,0,-1,3.0,-29.0,0,22500.0,1,0,0.007260521551488026
2023,5037065,0,0,1,0,112500.0,2,4,0,1,-18484,-6033,1,0,1,0,-1,2.0,-18.0,0,37500.0,1,0,0.009263985420592116
2024,5105020,0,1,1,0,117000.0,0,4,1,1,-18877,-4593,1,0,0,0,-1,2.0,-49.0,0,39000.0,1,0,0.0198908269828736
2025,5065510,0,1,0,1,135000.0,4,1,1,2,-12523,-2482,1,0,0,0,-1,3.0,-50.0,0,33750.0,1,0,0.025484124880947725
2026,5036966,0,0,1,1,220500.0,1,4,0,1,-20240,365243,1,0,0,0,-1,3.0,-23.0,0,55125.0,1,0,0.016905430980166447
2027,5146204,0,1,1,1,202500.0,4,4,1,1,-10310,-2257,1,0,0,0,-1,3.0,-26.0,0,50625.0,1,0,0.00990632281694735
2028,5068897,1,1,1,0,126000.0,4,4,1,1,-20113,-1754,1,1,0,0,0,2.0,-28.0,0,42000.0,1,0,0.017924959462234307
2029,5024814,0,0,1,0,360000.0,1,1,1,1,-22295,365243,1,0,0,0,-1,2.0,-24.0,0,120000.0,1,0,0.004957914410925342
2030,5046353,1,1,0,0,202500.0,0,4,1,1,-16224,-2574,1,0,0,0,-1,2.0,-46.0,0,67500.0,1,0,0.0214613701729402
2031,5137289,1,1,0,1,225000.0,4,4,1,1,-15243,-7260,1,1,1,0,-1,3.0,-59.0,0,56250.0,1,0,0.010776408941751007
2032,5116663,0,0,1,1,180000.0,4,4,1,1,-15116,-2284,1,0,0,0,0,3.0,-5.0,0,45000.0,1,0,0.004893151668040546
2033,5142261,0,1,0,0,180000.0,4,1,1,2,-17918,-2005,1,0,0,0,-1,2.0,-25.0,0,60000.0,1,0,0.01785284830147872
2034,5091184,0,0,1,1,67500.0,4,4,2,1,-11126,-2087,1,1,1,0,-1,2.0,-16.0,0,22500.0,1,0,0.003621700876719855
2035,5116647,0,0,1,0,135000.0,0,4,4,0,-20178,-1707,1,0,0,0,-1,1.0,-23.0,0,67500.0,1,0,0.19250575310666132
2036,5125983,1,0,0,1,135000.0,4,4,1,1,-12546,-2539,1,0,0,0,-1,3.0,-33.0,0,33750.0,1,0,0.020097014278711647
2037,5125910,0,0,0,0,135000.0,0,4,1,1,-13485,-3756,1,0,0,0,-1,2.0,-3.0,0,45000.0,1,0,0.0019078649189563323
2038,5054578,0,0,1,0,382500.0,4,4,4,1,-18554,-5386,1,1,0,0,-1,1.0,-2.0,0,191250.0,1,0,0.0017888389154089425
2039,5052604,1,0,1,0,202500.0,0,4,3,4,-18785,-1598,1,0,0,0,-1,1.0,-37.0,0,101250.0,1,0,0.03045710375843322
2040,5091282,1,1,1,2,180000.0,4,4,1,1,-14618,-4979,1,1,0,0,0,4.0,-49.0,0,36000.0,1,0,0.00957316274038664
2041,5041699,0,1,0,0,342000.0,2,1,3,1,-12214,-3807,1,0,0,0,-1,1.0,-20.0,0,171000.0,1,0,0.005719697664067312
2042,5148998,0,1,1,1,202500.0,0,1,1,1,-15598,-1659,1,0,0,0,-1,3.0,-33.0,0,50625.0,1,0,0.013511484218499296
2043,5142831,0,0,0,0,157500.0,0,4,1,1,-16908,-2934,1,0,0,0,-1,2.0,-9.0,0,52500.0,1,0,0.010875191951485425
2044,5010294,0,0,1,0,99000.0,4,4,3,1,-10016,-1164,1,1,0,0,-1,1.0,-9.0,0,49500.0,1,0,0.007298592598468365
2045,5054613,0,0,1,0,292500.0,1,4,1,1,-21076,365243,1,0,0,0,-1,2.0,-20.0,0,97500.0,1,0,0.010896965859675692
2046,5050916,0,0,0,0,112500.0,4,4,1,1,-16120,-5888,1,0,1,0,0,2.0,-1.0,0,37500.0,1,0,0.0019025509490860817
2047,5112813,0,0,1,0,121500.0,4,4,1,1,-14866,-5992,1,0,0,0,-1,2.0,-44.0,0,40500.0,1,0,0.006829420294191022
2048,5114438,0,0,1,1,157500.0,4,4,1,1,-17262,-1107,1,1,1,0,-1,3.0,-36.0,0,39375.0,1,0,0.019829491955236374
2049,5028654,0,0,1,0,157500.0,4,4,1,1,-17567,-3917,1,0,0,0,-1,2.0,-7.0,0,52500.0,1,0,0.003847025285381692
2050,5142166,1,0,1,1,360000.0,4,4,0,1,-11524,-2554,1,0,0,0,-1,3.0,-23.0,0,90000.0,1,0,0.013047229508502473
2051,5036257,0,0,1,0,121500.0,4,4,0,1,-12863,-464,1,1,1,0,-1,2.0,-13.0,0,40500.0,1,0,0.009528060453670243
2052,5137457,1,0,0,0,135000.0,1,4,1,1,-18629,365243,1,0,0,0,-1,2.0,-1.0,0,45000.0,1,0,0.003676867887086013
2053,5094916,0,0,1,2,90000.0,4,4,3,1,-14071,-1098,1,0,0,0,-1,3.0,-31.0,0,22500.0,1,0,0.013131081082674675
2054,5135616,1,0,1,0,90000.0,4,4,3,1,-15198,-474,1,0,0,0,-1,1.0,-46.0,0,45000.0,1,0,0.02575441193840603
2055,5125737,0,1,1,0,81000.0,2,1,1,1,-11256,-2691,1,0,0,0,-1,2.0,-57.0,0,27000.0,1,0,0.03121085328939813
2056,5036631,0,0,1,1,121500.0,2,1,2,1,-13877,-968,1,0,0,0,-1,2.0,-26.0,0,40500.0,1,0,0.011125833616612662
2057,5143380,1,1,1,0,103500.0,4,4,1,1,-18543,-1353,1,0,0,0,-1,2.0,-13.0,0,34500.0,1,0,0.012406972351408817
2058,5090879,0,1,1,0,337500.0,4,1,0,3,-14311,-2985,1,0,0,1,-1,2.0,-40.0,0,112500.0,1,0,0.013927522786459146
2059,5037158,0,0,1,0,157500.0,1,4,1,1,-22861,365243,1,0,1,0,-1,2.0,-51.0,0,52500.0,1,0,0.02121771631216282
2060,5038783,1,1,1,0,157500.0,0,1,0,1,-13543,-1326,1,0,0,0,-1,2.0,-26.0,0,52500.0,1,0,0.014416979596564775
2061,5029296,0,0,0,0,265500.0,1,4,1,1,-20803,365243,1,0,0,0,-1,2.0,-11.0,0,88500.0,1,0,0.009915718138550368
2062,5104910,0,1,1,0,360450.0,2,4,1,1,-18854,-8509,1,0,0,0,-1,2.0,0.0,0,120150.0,1,0,0.0018752341862523457
2063,5025681,0,1,0,1,135000.0,2,4,1,1,-14599,-2108,1,1,1,0,-1,3.0,-48.0,0,33750.0,1,0,0.035257574999954265
2064,5095040,1,1,1,0,157500.0,4,4,1,1,-10305,-155,1,0,0,0,0,2.0,-5.0,0,52500.0,1,0,0.00642494284493781
2065,5067160,1,1,0,0,157500.0,4,4,3,1,-11724,-3703,1,1,0,1,0,1.0,-47.0,0,78750.0,1,0,0.028496588918759384
2066,5089798,0,0,1,0,126000.0,4,4,2,1,-21646,-1283,1,1,1,0,-1,1.0,-18.0,0,63000.0,1,0,0.00828396143230316
2067,5033501,1,1,1,0,270000.0,4,4,1,1,-15487,-3093,1,0,1,0,0,2.0,-12.0,0,90000.0,1,0,0.011995378908259316
2068,5113606,1,0,1,1,270000.0,2,1,1,1,-11082,-376,1,0,0,0,-1,3.0,-28.0,0,67500.0,1,0,0.01928788196751529
2069,5023841,0,1,1,0,180000.0,2,1,1,1,-14653,-2294,1,0,0,0,-1,2.0,-16.0,0,60000.0,1,0,0.009690188971105905
2070,5150026,1,1,1,1,180000.0,4,4,0,1,-14450,-3243,1,0,0,0,-1,3.0,-9.0,0,45000.0,1,0,0.012091511134310524
2071,5091759,0,0,0,0,157500.0,0,4,0,1,-15198,-1357,1,0,0,0,0,2.0,-36.0,0,52500.0,1,0,0.028727988326240777
2072,5022994,0,0,1,0,76500.0,1,1,1,1,-23956,365243,1,0,0,0,-1,2.0,-7.0,0,25500.0,1,0,0.007482158578498092
2073,5035425,1,1,1,0,94500.0,4,4,3,1,-14138,-1072,1,0,0,0,-1,1.0,-22.0,0,47250.0,1,0,0.014271135874229464
2074,5046429,1,1,1,0,225000.0,4,4,1,1,-10911,-535,1,0,0,0,0,2.0,-11.0,0,75000.0,1,0,0.021726300424064905
2075,5050794,0,1,0,1,135000.0,4,1,0,1,-12827,-623,1,0,0,0,-1,3.0,-6.0,0,33750.0,1,0,0.006288697145063889
2076,5068582,0,0,1,3,140400.0,4,4,1,1,-12372,-3246,1,0,0,0,-1,5.0,-36.0,0,23400.0,1,0,0.01646450082440019
2077,5118026,0,0,0,0,315000.0,0,4,1,1,-13630,-3230,1,0,1,0,-1,2.0,-27.0,0,105000.0,1,0,0.01778387677390339
2078,5053724,0,1,1,1,225000.0,4,1,2,1,-14816,-1672,1,0,0,0,-1,2.0,-15.0,0,75000.0,1,0,0.009332377468221196
2079,5048050,0,0,1,0,121500.0,0,1,0,1,-11157,-277,1,0,0,0,-1,2.0,-22.0,0,40500.0,1,0,0.015525849109527156
2080,5061194,0,0,1,1,135000.0,4,4,0,5,-11567,-655,1,0,0,1,-1,3.0,-54.0,0,33750.0,1,0,0.02060969466004977
2081,5135912,0,0,1,0,157500.0,1,1,2,1,-22640,365243,1,0,0,0,-1,1.0,-15.0,0,78750.0,1,0,0.0071861930620605
2082,5149249,0,0,1,0,135000.0,0,4,0,1,-12183,-655,1,1,0,0,-1,2.0,-7.0,0,45000.0,1,0,0.0054746358546907455
2083,5024146,0,1,0,0,180000.0,4,1,1,5,-11380,-1007,1,1,1,0,-1,2.0,-13.0,0,60000.0,1,0,0.010669670802002387
2084,5112926,0,0,1,0,315000.0,2,4,1,1,-19332,-3022,1,0,0,0,-1,2.0,-21.0,0,105000.0,1,0,0.01322411442717346
2085,5067020,0,1,1,1,247500.0,4,4,0,1,-17152,-1253,1,0,0,1,0,3.0,-20.0,0,61875.0,1,0,0.00861431690660214
2086,5046271,0,1,1,1,157500.0,4,4,3,1,-10671,-1266,1,0,0,0,-1,2.0,-3.0,0,52500.0,1,0,0.012431772579320034
2087,5095638,0,0,0,0,128542.5,0,1,3,4,-9351,-370,1,1,0,1,-1,1.0,-19.0,0,64271.25,1,0,0.009728892222914393
2088,5115948,1,1,1,0,225000.0,4,4,3,1,-9586,-1107,1,0,0,0,-1,1.0,-1.0,0,112500.0,1,0,0.005845742231304049
2089,5143252,0,0,1,0,157500.0,1,4,1,1,-20578,365243,1,0,1,0,-1,2.0,-33.0,0,52500.0,1,0,0.013439244237669686
2090,5045926,0,0,1,0,40500.0,1,3,1,1,-23933,365243,1,0,0,0,-1,2.0,-28.0,0,13500.0,1,0,0.008487316400380765
2091,5125798,0,0,1,0,157500.0,0,4,1,1,-17038,-925,1,1,1,0,-1,2.0,-58.0,0,52500.0,1,0,0.02130445707515826
2092,5143515,0,0,1,0,247500.0,1,4,3,1,-23280,365243,1,0,0,0,-1,1.0,-7.0,0,123750.0,1,0,0.006342842916277421
2093,5056151,1,1,1,0,180000.0,0,4,1,1,-15053,-1131,1,0,0,0,-1,2.0,-56.0,0,60000.0,1,0,0.020573894541093634
2094,5045690,0,0,1,0,247500.0,0,1,3,1,-13788,-3822,1,1,1,0,0,1.0,-8.0,0,123750.0,1,0,0.006962021025068642
2095,5142829,0,0,0,0,157500.0,0,4,1,1,-16908,-2934,1,0,0,0,-1,2.0,-38.0,0,52500.0,1,0,0.017917286676204982
2096,5100046,0,0,1,1,108000.0,4,4,1,1,-11950,-3109,1,0,0,0,-1,3.0,-20.0,0,27000.0,1,0,0.011339465625694763
2097,5094898,1,1,1,1,180000.0,4,4,0,1,-14136,-3928,1,0,0,0,-1,3.0,-46.0,0,45000.0,1,0,0.012885267169940534
2098,5089317,0,1,0,0,135000.0,0,1,1,1,-11616,-825,1,1,1,1,-1,2.0,-7.0,0,45000.0,1,0,0.006660853978659377
2099,5126457,0,0,0,0,94500.0,4,1,1,1,-16825,-196,1,0,0,0,-1,2.0,-43.0,0,31500.0,1,0,0.03450718599833408
2100,5068491,1,0,0,1,315000.0,0,1,1,1,-18321,-110,1,0,1,0,-1,3.0,-49.0,0,78750.0,1,0,0.0615551249903391
2101,5091253,0,1,1,1,135000.0,4,4,1,1,-13770,-4369,1,0,0,0,-1,3.0,-51.0,0,33750.0,1,0,0.013443900419160921
2102,5094954,0,0,1,0,112500.0,1,1,3,1,-21775,365243,1,0,0,0,-1,1.0,-36.0,0,56250.0,1,0,0.022715475852203203
2103,5096994,0,0,0,0,270000.0,0,1,0,1,-11852,-2469,1,0,0,0,-1,2.0,-4.0,0,90000.0,1,0,0.00435024090523686
2104,5010458,0,0,1,0,171000.0,3,1,1,1,-18756,-3904,1,0,0,1,-1,2.0,-49.0,0,57000.0,1,0,0.013623201039124755
2105,5100079,0,0,1,0,90000.0,1,4,1,1,-22273,365243,1,0,1,0,-1,2.0,-30.0,0,30000.0,1,0,0.013239346831847472
2106,5142768,0,1,0,4,202500.0,4,2,1,1,-12448,-4395,1,0,0,0,-1,6.0,-26.0,0,28928.571428571428,1,0,0.033876369642787785
2107,5148913,1,1,0,2,225000.0,0,4,1,1,-14636,-3850,1,0,0,0,-1,4.0,-10.0,0,45000.0,1,0,0.01174704583691197
2108,5142300,0,0,1,0,81000.0,0,4,3,1,-9866,-2583,1,0,0,0,-1,1.0,-15.0,0,40500.0,1,0,0.007076239332516102
2109,5116460,0,0,1,0,202500.0,1,4,1,1,-17427,365243,1,0,0,0,-1,2.0,-15.0,0,67500.0,1,0,0.01286070719611458
2110,5112606,0,0,1,0,135000.0,2,1,1,1,-18964,-8671,1,0,1,0,-1,2.0,-28.0,0,45000.0,1,0,0.01829547355669159
2111,5090201,0,0,0,0,56250.0,1,4,1,3,-21882,365243,1,0,0,0,-1,2.0,-17.0,0,18750.0,1,0,0.008538623149967456
2112,5088042,0,0,1,0,216000.0,4,4,3,1,-17937,-3054,1,0,0,0,-1,1.0,-40.0,0,108000.0,1,0,0.038994393188171564
2113,5089261,0,0,0,0,72000.0,4,4,3,1,-18799,-1466,1,1,0,0,-1,1.0,-2.0,0,36000.0,1,0,0.0025680361615810308
2114,5085871,1,1,1,0,135000.0,0,2,0,1,-9497,-1052,1,0,0,0,0,2.0,-43.0,0,45000.0,1,0,0.02159223684095427
2115,5024537,0,0,1,0,180000.0,1,4,4,1,-23059,365243,1,0,0,0,-1,1.0,-3.0,0,90000.0,1,0,0.002824020501819013
2116,5137209,1,1,0,0,90000.0,4,4,1,1,-18472,-1661,1,1,0,0,-1,2.0,-23.0,0,30000.0,1,0,0.017277429387722896
2117,5100265,1,1,0,0,135000.0,1,1,2,1,-24096,365243,1,0,0,0,-1,1.0,-39.0,0,67500.0,1,0,0.025161684466606018
2118,5062692,0,0,1,1,157500.0,4,4,1,1,-14510,-3805,1,0,0,0,-1,3.0,-22.0,0,39375.0,1,0,0.006653511799388245
2119,5091919,0,0,0,3,103500.0,4,4,1,5,-13674,-4491,1,0,0,0,0,5.0,-2.0,0,17250.0,1,0,0.006966764427042434
2120,5068415,1,0,1,1,135000.0,4,4,1,1,-12520,-5345,1,0,0,0,-1,3.0,-39.0,0,33750.0,1,0,0.009179818651982362
2121,5150473,1,1,1,0,202500.0,4,4,0,1,-10886,-1315,1,1,0,0,0,2.0,-34.0,0,67500.0,1,0,0.02552293698079144
2122,5068948,0,0,1,0,157500.0,4,1,1,1,-17791,-5072,1,0,0,0,-1,2.0,-15.0,0,52500.0,1,0,0.013575163065717473
2123,5089914,0,0,1,0,144000.0,1,4,1,1,-21916,365243,1,0,1,0,-1,2.0,-52.0,0,48000.0,1,0,0.022572275805069483
2124,5132576,0,0,1,0,90000.0,1,4,2,1,-24970,365243,1,0,0,0,-1,1.0,-34.0,0,45000.0,1,0,0.01836605484481944
2125,5078895,0,0,1,1,99000.0,0,4,1,1,-14798,-3251,1,1,1,0,0,3.0,-12.0,0,24750.0,1,0,0.01557645096181909
2126,5143144,1,1,0,0,360000.0,0,2,3,1,-9434,-1261,1,1,0,0,-1,1.0,-39.0,0,180000.0,1,0,0.03164077490844332
2127,5048323,1,1,1,1,270000.0,4,4,1,1,-18383,-3870,1,1,0,0,-1,3.0,-4.0,0,67500.0,1,0,0.004522215828526408
2128,5090769,0,0,0,0,360000.0,0,4,1,1,-18580,-1800,1,0,0,0,-1,2.0,-27.0,0,120000.0,1,0,0.01242467902231466
2129,5065567,0,0,0,1,135000.0,4,4,4,1,-13719,-17,1,0,0,0,-1,2.0,-11.0,0,45000.0,1,0,0.029495480519589886
2130,5026455,0,0,1,1,112500.0,4,4,1,1,-14644,-3633,1,0,0,0,-1,3.0,-19.0,0,28125.0,1,0,0.008745459100253677
2131,5053583,1,1,1,0,405000.0,4,1,1,1,-10772,-546,1,0,0,0,-1,2.0,-24.0,0,135000.0,1,0,0.01196180350637658
2132,5056036,0,0,0,0,157500.0,4,4,1,1,-18240,-4561,1,0,0,0,0,2.0,-12.0,0,52500.0,1,0,0.009580071342883386
